text,sentiment,Content_Parsed
" Yep, finished, chocked full of spelling and grammatical errors, but I`m cleaning it up tomorrow and popping it up  hehe",negative, yep finish chock full spell grammatical errors ` clean tomorrow pop hehe
 HAHAHHA lol true that! i always remember my BD but i can never remember what date or even day it is,neutral, hahahha lol true always remember bd never remember date even day 
"Family is here,hanging with them",neutral,family herehanging 
Watching Ellen Love her!! then doing the dishes  and tanning ...it`s gorgeous out!,positive,watch ellen love dish tan ` gorgeous 
 what`s goin on hun?  I`m worried about you,negative, ` goin hun ` worry 
 Im not bannished... but I am at work till 6,negative, im bannished work till 6
" Morning! If I get to see it, I`ll let you know. Right now, I`m going to go see Wolverine.",neutral, morning get see ` let know right ` go go see wolverine
" red top tabloids, build em up, knock em down",neutral, red top tabloids build em knock em 
tonight in party w/ my girls (minus vita),positive,tonight party w/ girls (minus vita)
  why not now you made me sad I thought you`d be jumping for joy,neutral, make sad think ` jump joy
 Simple my a#@,neutral, simple #@
"The pics I just uploaded are the baby pics of my cats. Missy is now an adult and a pretty little kitty, but Batty is in kitten heaven now",neutral, pics upload baby pics cat missy adult pretty little kitty batty kitten heaven 
" I saw the play of it here, it was amazing",positive, saw play amaze
 _ i am glad to break my twitter virginity with you two.,positive, _ glad break twitter virginity two
Dinner with the fam... I have missed them,negative,dinner fam miss 
"_Live That`s what I want. More the better. Bound to be a few bad eggs though, but they will soon learn.",neutral,_live ` want better bind bad egg though soon learn
Hell yeah Kellynn got a Twitter. Finally.,neutral,hell yeah kellynn get twitter finally
" I know   It was worth a shot, though!",positive, know worth shoot though
"Just opened a facebook account, I`m a little confused I don`t really get it. Twitter seems much better",positive, open facebook account ` little confuse ` really get twitter seem much better
Ship. I`m stuck.,negative,ship ` stick
DUSTBIN BABY ON AT 11.30 Cannot wait  x,positive,dustbin baby 1130 cannot wait x
" Not going to dwell on it. It happened, it`s passed. Just a shame as he was so supportive! Such is life!  x",negative, go dwell happen ` pass shame supportive life x
It looks like the office TV DOES get MLB Network... and it looks like MLBN will NOT be televising the DET/BAL game today  #wieters,neutral, look like office tv get mlb network look like mlbn televise det/bal game today #wieters
Home empty handed.  No comics found today.  I shall now indulge in my cupcakes from Magnolia Bakery.,neutral,home empty hand comics find today shall indulge cupcakes magnolia bakery
Laying in bed til workkk... Oh the life. Definitely pinched a nerve.,negative,lay bed til workkk oh life definitely pinch nerve
today is a busy day. exhausting!,negative,today busy day exhaust
" I was going to go on Sunday, but now I`ve got too much going on that weekend",neutral, go go sunday ` get much go weekend
 Sorry to hear ur flight got cancelled  that blows!!!,negative, sorry hear ur flight get cancel blow
ohh my tooth is hurts ohh  im sad it very hurts,negative,ohh tooth hurt ohh im sad hurt
"Before I get too distracted, I`d like to thank my new followers for taking the trouble to follow me! And to my others: feelin the love",positive, get distract ` like thank new followers take trouble follow others feelin love
 u think u have bills Ha!Ii just finished paying mine that`s y I`m broke,negative, u think u bill haii finish pay mine ` ` break
 Not sure it didn`t say it was 2 big. I jst saw the pics of u on ur last bday. You looked so pretty!! I miss you!!,neutral, sure ` say 2 big jst saw pics u ur last bday look pretty miss 
sore throat. Planning the TET outing to Marwell though...good times,neutral,sore throat plan tet marwell thoughgood time
mcfly gig last nightt omg it was amazin didnt sit down through the whole thing  mcfly did you see me and ma best mate we were in tutus,positive,mcfly gig last nightt omg amazin didnt sit whole thing mcfly see best mate tutus
2 days without sleep and now a migraine. I thought life postR01 was meant to be relaxing,negative,2 days without sleep migraine think life postr01 mean relax
 There!,neutral, 
?sucks!?..,negative,suck
 whens the sway sway winner announced?,neutral, whens sway sway winner announce
 K will check it out...,neutral, k check 
" doing pretty well, up and wide awake",positive, pretty well wide awake
"i want to wake up early, and get a coffee tomorrow (today) !  it`s going to be a busyy day! but have to keep writing.. booo whoo!",neutral, want wake early get coffee tomorrow (today) ` go busyy day keep write booo whoo
I Miss Daddy and Mommy,negative, miss daddy mommy
"My dog is officially depressed that my brother`s dogs are gone. He doesn`t want to go outside and when we did, he play half-heartedly.",negative, dog officially depress brother` dog go ` want go outside play half-heartedly
I just realized that I can`t forward text msgs with my iPhone.,neutral, realize ` forward text msgs iphone
"My frist post... Off to find a new car for my parents, exciting!",positive, frist post find new car parent excite
Argh noo! Missed The Killers on Wossy!  That sucks! Missed out on Brandon. Total failure! Anyone know if it`s repeated? Must investigate!,negative,argh noo miss killers wossy suck miss brandon total failure anyone know ` repeat must investigate
seriously bored without anyone to talk to... but not tired enough for sleep,negative,seriously bore without anyone talk tire enough sleep
 I am lost. Please help me find a good home.,negative, lose please help find good home
"It`s a Peter & Gordon morning  -> And I, go to pieces and I wanna hide / Go to pieces and I almost die / Ever... ? http://blip.fm/~5yk38",neutral,` peter & gordon morning -> go piece wanna hide / go piece almost die / ever http//blipfm/~5yk38
Ok so I`ve now got a bit of a bad back after lifting all drum hardware into my car   downer.,negative,ok ` get bite bad back lift drum hardware car downer
 LMAO... Smh!  that one threw me off.,neutral, lmao smh one throw 
 oh nice going!,positive, oh nice go
Is getting ready for work... Working all weekend,neutral, get ready work work weekend
Gonna celebrate Mothers Day with the family but gonna start the partying tonite,positive,gonna celebrate mother day family gonna start party tonite
 i agree with you!,positive, agree 
 I only do computers. Am hopeless at everything else,negative, computers hopeless everything else
"90 degrees, gross skies, and thunderstorms...perfect match for my mood  lol",positive,90 degrees gross sky thunderstormsperfect match mood lol
_2nd aww thanks!,positive,_2nd aww thank
 Sorry RB is on PS3 for me,negative, sorry rb ps3 
I saw amazing heeels. But they were too big,neutral, saw amaze heeels big
I just stuck my finger down my throat and there are a bunch of bumps on my tongue & throat.,negative, stick finger throat bunch bump tongue & throat
dang last url went down  ? http://blip.fm/~7aigm,negative,dang last url go http//blipfm/~7aigm
" ohoh i missed all ur tweets  im gonna have to stay awake all night to see the announcement now, **** time difference",negative, ohoh miss ur tweet im gonna stay awake night see announcement **** time difference
 Damnit all. That sucks.  You were one of the ones I thought I`d drag back lol,negative, damnit suck one ones think ` drag back lol
 my boss. She`s moving to NYC,neutral, boss ` move nyc
this is sooo crazy i have fever..,negative, sooo crazy fever
is spending her Saturday morning taking notes for a research essay because some stupid **** recalled the book I`m using. Not fair,negative, spend saturday morning take note research essay stupid **** recall book ` use fair
I think i need some new friends,neutral, think need new friends
 Looking forward to your gig in Ireland!!!  See ya there!,neutral, look forward gig ireland see ya 
Please Review Sunehre Ad Placement  http://tinyurl.com/oow6mk,positive,please review sunehre ad placement http//tinyurlcom/oow6mk
aww  you loooove me,positive,aww loooove 
"is hungry, twitter.  i want food. </3",neutral, hungry twitter want food </3
awesome lucky you,positive,awesome lucky 
" yea, i should know.. but tell me EVERYTHING!  ps: send me direct messages telling..   haha",neutral, yea know tell everything ps send direct message tell haha
" haha im jewish, i love that one",positive, haha im jewish love one
"had a great time out in the beer garden wit the boyos !! I think the sun got to me a bit though, feel a bit ill !!",neutral, great time beer garden wit boyos think sun get bite though feel bite ill 
 l`m on 3 days too matt. No fun this weekend.,negative, l` 3 days matt fun weekend
 u really don`t think so?  maybe ur right....lol. btw what phone u using? think u told me b4...i might have an app for u,neutral, u really ` think maybe ur rightlol btw phone u use think u tell b4i might app u
 I feel your pain. Mine is the same way,negative, feel pain mine way
comes home in two days,neutral,come home two days
 Sadly no. It didn`t come with one...,negative, sadly ` come one
Cant wait to see my boy tomorrow,positive,cant wait see boy tomorrow
 ehhh no. just a check up. I have a dentist app next week though. getting my molar pulled/root canal.,neutral, ehhh check dentist app next week though get molar pulled/root canal
 aww I miss driving down elmwood,negative, aww miss drive elmwood
Omg Wango Tango was **** AWSOME! I love my baby for taking me,positive,omg wango tango **** awsome love baby take 
"Version 2 of our live, interactive Trans-Siberian ticket planner is launched: http://tinyurl.com/c5ljwm - its very cool",positive,version 2 live interactive trans-siberian ticket planner launch http//tinyurlcom/c5ljwm - cool
